Card   1: 91 73 74 57 24 99 31 70 60  8 | 89 70 43 24 62 30 91 87 60 57 90  2 27  3 31 25 39 83 64 73 99  8 74 37 49
Card   2: 92 38 67 81 28 16 82 30 11 45 | 92 84 67 40 75 44 57 89 11 28 99 81 83 14 77 51 61 27 16 45 30 63 53 38 82
Card   3: 16 21 36 18  9  5 27 43 76 52 | 75 44 11 20 54 33 40 18 22 13 85 17 51 98 77 12 73 58 84 64 76 90 53 95  6
Card   4:  2  4 14 88 19 99  3 84  1 77 | 61 59 53 88 31 72 62 11  9 50 46 42 66 79 55 87 30 63 37 69 95 83 15 21 35
Card   5: 58 85 47  8 52 68 81 16 56 64 | 79 54 88 17 74 89 51 40 98 18 69 48  1 55 26 13 87 45 78 33 65 83 67 36 37
Card   6: 31 46 60 12 68 44  5 90  2 15 | 12 81 36 24 48 68 37 27 97 44 85  5 42 59 52 47  2 90  3 63 26 28 31 87 53
Card   7: 95 84 91 68 23 15 76 80 30 73 | 55 70 60 43 18 73 30 92 15  9 23 39 95 17 98 33 25 91 80 68  1 76 61 84 35
Card   8: 79  7 17 68 19 11 70 51 78 24 | 56 30 34 88 74 65 55 60 61 51 42 78 12 52 26 18 49 38 14 10 97 50 85 33 66
Card   9: 18 30 91 65 25 22 17 12 99  5 | 26  9 30 23 44 64 91 95 36 34  8 18  4 22 81 99 94 15 59 70 19 65 25 28 63
Card  10: 53  3  8 32 86 87 77 78 59 25 | 72 42 17 69 63 67 82 84 56 22 32 75 33 14 77 61 95 92 57 59 16 20 90 76 68
Card  11: 63 44  6 45 66 11 93 48 18 74 | 23 48 66 21 55 97 89 11 41 44 75 18  6 49 91 85 40 53 95 74 37 93 36 63 45
Card  12: 56 74 43 42 93 31  2 79 67 48 | 89 86 73 35  6 84 47 61 62  2 65 80 81 14 19 58 24 77 39 26 71 36  5 34 78
Card  13: 51 89 44 93 90 17 61 32 95 53 | 28 22 14 12 76 36 98 33 50 56 61 40 13 21  5 54 87 43 67 47 46 83 23 90 44
Card  14: 99 25 85 51  3 27 26 16 73 89 |  8 17 20 33 65 38 70  9  7 53 86 96 35 28 99  4 40 66 76 31 95 57 49 69 36
Card  15: 42 95 30 60 70 67 59 61  5 71 | 66  5 41 65 74 47 24 86  8 37 68 54 12  1 44 75 48 90 16 30 99 96 98 70 21
Card  16: 95 44 98 40 18 81 45 70 37 94 | 59 27 28 93  6 63 33 82 94 61 16 53 47 85 67 54 10 17 90 20 31  7 77 88 11
Card  17: 10  7 77 80 92 29 64 99 18 14 | 70 23  7 99 72 49 12 52 73 94  4 91 57 78 97 16 50 26 68 89 80 20 15 87 64
Card  18:  8 77 62 36 99 30 92 86 81 91 | 49 14 99  6 77 47 44 84 98 57 48 33  9 80 93 66 10 12 32 97 40 71 18 26 65
Card  19: 87 38 27 92 35 94 88 75 37 74 | 89  7 24 54  9 98 13 42 32 60  8  6 90 35 75 18 68 96 80 59 44 85 95 21 17
Card  20: 21 59 31 90 66 42  7 24 64 41 | 47 87 51 38  6 34 74 22 82 44 14 71 45 11 81 15 27 83 63 46 79 92 56 80 39
Card  21: 67 34 30 82 42  3  8 77 61 31 | 38 92 87 84 28  6 66 25  7 51 29 75 85 80 50 71 13 69 31 74 20 62 88 64 45
Card  22: 67 60 88 39 65 12 75 16 26 41 | 56 91 42 45 24 33 84 64 44 73 83 13 90 14 30  6  1 72 15  4  7 49 82 71 94
Card  23: 60 27  1 46 47 61 98 11 95 40 | 40 72 32 81 46 12  1 34 44 91 11 27 94 61 54 80 24 47 95 18 67 98 60 19 99
Card  24: 87 17 74 69 68 50 58 33 23 73 | 29 33 58 51 74 69  7 22  9 73 87 50 24 76 15 10 23 68 59  5 78 56 17 43 13
Card  25: 36 43 83 65 99 25  7 45  6 53 | 61 63 74  7 10 76  4 22 59 31  6 47 45 41 24 21 53 68 99 15 91 46 65 97 69
Card  26: 71 30 23 27 62 16 38 97  8 57 | 73 90  8 41 71 86 93 69 62 30 70 61 28 14 27 97 17 38  4 34 16 99 25 57 23
Card  27: 38 46 70 79 64  7 40 63 60 99 | 63 79 28 10 85 11 64 60 70 24 99 39 12 27  7 38 31 20 67 40 95 75 46 54 45
Card  28: 65 47 39 90 70 99 40 76 26 86 | 46 35 56 38  4 96 26 60 43 66 94  7 29 16 78 69 64 87 37 41 27 80 57 42 12
Card  29: 33 39 49 31 36 61 23 94 46  1 | 15 49 36 61 40 83 24 39 13  3 86 92 27 55  1 31 29 94  8 21  7 60 73  4 66
Card  30: 14 34 91 83 48 79 45 98 92 46 | 86 74 24 82 53 51 80 14 77 38 32 78 98 68 45 92 91 34 88 95 15 79 46 29 58
Card  31: 53 12 68 17 44 54 29 77 92 37 | 74 86 23 44 36  4 69 53 65 13 98 77 67 17 68 29 11 54 12 51 99 37 14 92 64
Card  32: 83 75  9 94 30 44  3 22 71 85 | 77 33 88 31 78 80 58 62 53 14 35 12 73 57 98 94 87 11 17 84 81 91 69 68 26
Card  33: 43 42 17 85 99 65 52 36 78 46 |  1 41 17 18 80 44 62 47 46 74 67 10 29 37 92 57  9 65 30 14 45 32 55 75 40
Card  34: 57 82 29 22 38 76  3 25 16 58 | 94 46 16  5  9  3 14 36 44 23 39 52 20 49  7 28 17 74 76 22 93 92  6 71 96
Card  35: 61 95 18 38 87 68 89 24 53 91 | 39 71 86 87 44 29 64 41 70 50 85  3 96 38 89 24 17 81 30 21 42 26 16 76 79
Card  36: 30 81 54 63 92 91 13 22 90  6 |  9 30 40 60  5 91 38 45  8 42  6 81 58 24 29  1 13 48 25 41 43 54 69 83 97
Card  37: 26 77 91 25 58 10 15 52 13 44 | 98 89 50 39 97 46 49 38  3 64  4 87  2 30 95 54 91 40 41 68 20 93 78 36 17
Card  38: 21 74 28  5 52 24  7 87 13  2 | 69 38 40 78 17 60 96 10 29 42 85 26 56 51 30  9 48  7 36 23 21 77  1 81 13
Card  39: 55 58 31  7 19 14 73 89  3  9 | 80 15 65 45 66 81  2 82 14 41 48 24 40 11 69 52  3 58  4 70 20 51 29 71 62
Card  40: 11 73 21 93 89 68 48 95 49 25 | 14 54 32 18  7 96 56  3 37 98 53 38 31 84  4 92 86 45  9  5 71 40 49  1 46
Card  41: 59 94 97 52 64 36 73 14 23 85 | 68 29  1 51 99 44 35  7 71 91 16 54 37 77 45 41 82  2 13 17 22 27 63 96 53
Card  42: 77 36 91 83 97 42 98 10 30 80 |  8 47 24 93 88 48 59 38 44 68 99 72 75 49 64  6 85 23 50 29 74 95  5 62 20
Card  43: 89 43 72 22 94 79 26 55 13 63 | 35 75 39 50 94 79 48 99  5 76 22 32 46  7 80 44 43 55 16 89 26 63 95 72 13
Card  44: 51 89 60 27 97 47 50 98 13 22 | 89 67 22 18 76 27 75 28  6 47 13 34 84 21 50 10 57 97 49 51 60 56 19 98 11
Card  45: 62 35 76 38 61 94 29 73 80 60 | 86 87 81 74 84 14 73 76 94 20 19 11  1 78 38 93 29 61  2 80 60 35 72 46 62
Card  46: 70 26 86 71 47 20 80 64 67  8 | 93 25 20 14 80 31 91 60 36 12 52 70 26 47 40 22 19 67 95 71 33 58 64 53 75
Card  47: 72 37 74 81 14  3 29 77  5 49 |  5 88 89 81 37 14 71 95 63 54 49 24 67 62 77 29 72 92 39 80 60 74 59  3 93
Card  48: 75 24  3 20 15 42 98 80 71 99 | 72 81 27 78 96 44 37 91 65 30  4 93 64 15 28 34 48 39 38 66 57 45 24 47  5
Card  49: 87 31 80  8 78 83 97 92 66 94 | 56 97 92 51 59 29 47  2 44  4  9 83 41 14 80 87 31 39 75 23 19 82 35 78 60
Card  50: 82 75 11 35 29 78 89 38  2 84 |  1 63 91  5 41 45 93 23 60 64 97 58 46 87 18  8 76 30 73 26 43 20 67 54 94
Card  51: 92 55 48 66 18 41 37 69 52 36 |  3 26 94  1 37 84 76 43 78 30 87  4 38 20 49 83 66 60 99 89 51  9 36 61  7
Card  52: 81 61 94 32 54 93 33  9  1  8 | 39 54  2 21 74 81 61 77 33 83  8 93 32 58 46 13 94 86 90  9 96  4  1 27 47
Card  53: 44  2 29 69 86 91 50 92 53 98 | 35 64 62 93 41 96 10 50 67 90 30 53 27 80 32 81 51  3 31 43 86 69 44 60  2
Card  54: 63 42 78 59  7 64 77 23 24 16 |  5 48 40 68 93 39 43 15 51 89 92 22 37 30 76  8 70  7 67 36 75 13 73 64 23
Card  55: 99 40 83 12  9 86 96 50 64 42 | 19  3 20 68  6 33 56 46 50 16 77 23 99 96 39  4 90 25 61 47  8 54 12 41 15
Card  56: 63 34 17 33 52 12 47 21 96 97 | 71 63 66 29 61 24 83 91 52 96 33 45 23 22 56 32 80 94 15 65 55 69 47 27 26
Card  57: 70 93 45  7 71 12 84 72 77 26 | 97 15 96 92 63 40 68 34 57  4 36 38 61 26  2 23 59 98 25 24 72 43 88 12  1
Card  58: 46 22  7  8 34 94 35 36 53 11 | 43 83 31 24 50 95 20 87 92 66 17 71 16 19 65 48 67 68 72 99 12 59 35  4 11
Card  59:  2 38 44 95  5 20 22 90 35  7 |  1 97  8 56 10 35 72 26 71 40 31 99 58 88 64 38 85 25 20 89 46 47 57  5 78
Card  60: 90 32 82  1  9 22 50 94 63 60 | 22 72 81 46 33 19 47 35 36 89 15 75 42  6 88 17 69  2  9 78 77 37 41 61 74
Card  61: 49 29 23 68 59 55 50 24 41 75 | 65 91 73 48 13 15 59 41 61 85 94 80 27  7 44 17 69 63 92 37 39  6 64 43 82
Card  62: 83 82 88  8 95 80  4 87 91 32 | 40 89 41  1 70 28 77 20 97  3 99 53 65 61 98 57 22  4 92 68 15 69 47 84 94
Card  63: 66 30  9 84 14 67 44  5 68 54 | 99 86  7 17 89 10 28 71 39 55 46 61 29 58 50 63 15 57 42 85 25 36 83 13  8
Card  64: 59  9 73 17 19 30 53 67 23 46 | 58 75  5  9  2 53 25 73 16 71 63 23 67 10 18 29 59 17 90 46 19 30 42 28 38
Card  65: 56 68 21  9 52 11 40 83 86 23 | 60 63  1 54 58 18 42  9 22 16 73 68 87 26 69  4 71 84 30 67 23 17 86 37 47
Card  66: 70 47 10 59 97 66 30  6 71 96 | 42 70 91 21 66 79 71 97 37  6 48 96 86 59 47  3 88 10 80 11 30 73 18 14 50
Card  67: 16 47 83 48 73 86 14 51 55 42 | 70 14 47 67  9 77 56 10 73 24 50 81 54  3 83 55 51  7 42  1 16 80 41 48 86
Card  68: 54 25 28 78 64 43 88 20 57 95 | 16 83 63 21 18 58 40 62 95 51 30 70 64 71 23 25 28 20  8 57 46 35 78 49 54
Card  69: 56  5 81 35 42 59 82 40 37 54 | 67 95 92 60 83 23 39 14 27 44 86  3 72 88 49 75 25 47 51 99 18 61 37  2  5
Card  70: 29 89  6 71 55 50 92 66 17 47 | 31 72 36 95 78  2 14  1 42 52 57 99 84 21 17 39 51 10 48 66  4 71 26 25 32
Card  71: 27 62 33 52 11 70 39 93 58 75 | 33 26 98 52 92 35 66 39 11 84 75 62  3 34  8 21  2 61 54 58 65 53 80 27 36
Card  72: 69 66 38 84  8 87 77 96 80 51 | 22 63 54 23 21 84 89 55  9 96  8 43 68  2  6 98 71 65 97 51 38 82 80 87 77
Card  73: 55 20  1 72 54 78 35 30 17 87 | 17 33 35 78 27 87  1 65 84  8 20 47 60 25 72 55 61 88 58 50 30 10 66 54 56
Card  74: 66 63  1 75 82 23 59 68 94  2 | 31 23 55 58 87 66 85 15 42 10 43 28 96 44 99 16 63 79 89 65 60 38 75 56 78
Card  75: 47 68 56 86 57  8 69 70 22 17 | 10 26 76 24 79 86 63  2 90 44 17 51 32  1 50  3  6 67 15 27 31 13 45 83 25
Card  76:  5 22 18 83 47  2 76 14 26 88 | 18 42 46 22 80 71 76 60 29 68 45 51 26 64 17 62 69 91 28 73 32 21 85 86 79
Card  77:  8 22 41 23 46 64 85 16 91 52 | 91 67 54 83 97 15 56 86 59 49 37 62 80 96 70 14 98 30 26 82  7 87 85  1 89
Card  78:  1 39 33 31 44 64 81 11 56 35 | 67 92 72 94 41 93 11 28 69 34 71  1 35 79 39 36 64 61 55 63 22 33 77 27 62
Card  79: 55 75 39 92 33 77  9 25 52 90 | 11 46 97 99 77 62 29 93 23 40 49 33 34 44 74 60 92 48 54 80 12 14 70 43 71
Card  80: 65 57 42 76 26  1 95 60 16 45 | 39  9 75 56 57 94 65 60 63 76 33 91  8 27 68 73 17 19 21 96 66 97 52  3 86
Card  81:  6 19 10 16 68 83  1 71 47 55 | 39 93 27 99 64 20 38 73 79 67  7  6 54 72 86 98 25 57 56 53 85 26 95  4 74
